StudentID,firstname,Median wage public,Median wage Private
15273,Meriel,9841,14653
15274,Meg,8712,10810
15275,Thalia,9236,17474
15276,Anthia,12481,14235
15277,Justinn,9882,20863
15278,Natka,13593,13054
15279,Ottilie,14722,11506
15280,Danny,7621,12399
15281,Evaleen,12609,21617
15282,Dolli,6608,10940
15283,Tilly,10053,15455
15284,Basia,8308,14516
15285,Sharai,13787,15732
15286,Mireielle,14087,20484
15287,Zia,11108,18175
15288,Louella,11677,19427
15289,Lanna,7485,21310
15290,Laure,6722,19039
15291,Bobinette,9801,13837
15292,Elie,8692,18953
15293,Julieta,13176,16808
15294,Jaime,11450,19749
15295,Jessamyn,14539,10243
15296,Alyda,13703,12442
15297,Rivalee,7480,13153
15298,Konstance,14291,19645
15299,Vinita,13520,19852
15300,Jolyn,6122,16312
15301,Ariela,14101,14636
15302,Penelopa,13476,12652
15303,Kittie,6083,13163
15304,Sadie,9396,13740
15305,Edee,11900,18484
15306,Ermengarde,14592,17787
15307,Asia,7189,18878
15308,Kassey,6596,21915
15309,Tressa,11699,20756
15310,Lanna,14833,20555
15311,Deedee,7595,12897
15312,Jessamyn,12034,10252
15313,Madelle,6066,10510
15314,Edee,8951,12517
15315,Coral,12305,19179
15316,Harrietta,10177,10185
15317,Jobi,13118,11652
15318,Melisent,9206,15974
15319,Raina,10183,11670
15320,Yetty,10658,20515
15321,Mariele,13749,21015
15322,Jerry,13146,14482
15323,Orelia,11001,13189
15324,Rosaline,14857,16587
15325,Marcelline,12599,14206
15326,Drucie,14042,21052
15327,Vanessa,12343,13443
15328,Penelopa,10201,15282
15329,Emylee,8818,19354
15330,Marline,6789,16194
15331,Aubrie,9810,18189
15332,Petronia,8832,21186
15333,Alameda,12637,16390
15334,Pollyanna,8589,13604
15335,Heida,8883,15710
15336,Jacenta,10039,10871
15337,Clary,10208,16038
15338,Emylee,14522,15331
15339,Gavrielle,7785,16707
15340,Tonia,9809,15028
15341,Susette,11623,20681
15342,Pamella,7291,21924
15343,Leanna,9990,14391
15344,Alameda,14365,11860
15345,Libbie,11121,13177
15346,Cathyleen,8534,13124
15347,Shirlee,11289,21860
15348,Robinia,12521,16226
15349,Karina,11364,18710
15350,Jsandye,8227,10213
15351,Corina,9063,17652
15352,Maisey,14740,21100
15353,Millie,6101,10596
15354,Cathie,14516,21015
15355,Feliza,8567,12243
15356,Basia,14367,18327
15357,Lenna,9871,11543
15358,Rosene,9551,15665
15359,Hildegaard,9706,14770
15360,Kirstin,12954,21810
15361,Edith,10152,12195
15362,Tracey,14523,11016
15363,Gusty,6794,15235
15364,Melodie,8363,17903
15365,Paulita,8835,11113
15366,Corene,14272,19813
15367,Hildegaard,10865,16242
15368,Arlina,9864,13751
15369,Candi,7904,11299
15370,Leontine,11816,15358
15371,Petronia,7516,20913
15372,Chere,6922,17687
15373,Elmira,11652,14910
15374,Kellen,9783,17160
15375,Laurene,14761,11200
15376,Karly,10068,15442
15377,Marline,14790,12210
15378,Jemie,10936,10014
15379,Jean,10722,15800
15380,Emma,13369,11326
15381,Yvonne,9449,20354
15382,Elfreda,13435,15903
15383,Cristine,12866,18744
15384,Maurene,14422,14634
15385,Daune,12966,21569
15386,Allis,8716,20054
15387,Babita,12513,11984
15388,Amara,10262,11954
15389,Siana,7007,18539
15390,Sallie,8492,12038
15391,Lexine,12347,20128
15392,Cam,13672,13597
15393,Halette,12865,11330
15394,Shell,6120,16106
15395,Tressa,8471,15236
15396,Marika,6327,18526
15397,Aurore,9741,10695
15398,Thalia,7658,10256
15399,Sharai,12793,14991
15400,Kate,11593,20810
15401,Alisha,6984,16551
15402,Bertine,12091,18699
15403,Blondelle,14497,15844
15404,Mahalia,7154,11594
15405,Courtnay,10264,14089
15406,Deedee,10619,12316
15407,Dennie,10667,17848
15408,Chandra,8960,20114
15409,Alyssa,9861,11082
15410,Celisse,11287,12253
15411,Winny,8163,10531
15412,Fayre,12486,15474
15413,Cathie,9995,19859
15414,Farrah,7151,13152
15415,Sherrie,13997,20903
15416,Margalo,10522,11461
15417,Angela,11494,18634
15418,Elena,7925,10645
15419,Kimmy,11717,19152
15420,Taffy,7350,10910
15421,Shauna,10357,11459
15422,Alameda,14661,11308
15423,Jasmina,12822,19519
15424,Lita,8109,16254
15425,Charissa,7870,19661
15426,Ariela,6072,21892
15427,Bettine,10347,15177
15428,Vevay,14745,13787
15429,Benita,9056,21304
15430,Fanny,11157,10701
15431,Jasmina,10663,11084
15432,Celisse,10400,17781
15433,Gwenneth,11166,10735
15434,Fanchon,8049,19374
15435,Gilligan,7035,20454
15436,Magdalena,6534,14793
15437,Nita,10990,12555
15438,Brooks,12811,16788
15439,Renie,8811,15998
15440,Elora,14063,16165
15441,Kellen,8010,20467
15442,Katleen,6289,13709
15443,Aurore,14392,14515
15444,Corina,7445,21741
15445,Lexine,12394,20415
15446,Hettie,14099,14464
15447,Jacenta,6102,21203
15448,Myrtice,12688,16230
15449,Almeta,11323,14811
15450,Sissy,14096,11745
15451,Madalyn,6679,18343
15452,Ira,12832,14218
15453,Jaime,14979,10239
15454,Emelina,10360,17950
15455,Ada,13201,21900
15456,Joceline,6636,11384
15457,Pierette,12258,19884
15458,Raquela,10184,18732
15459,Joane,9622,16495
15460,Marnia,13920,20487
15461,Aigneis,10957,13820
15462,Jacquetta,12465,15763
15463,Talya,9285,15868
15464,Marylou,7169,17945
15465,Tamqrah,14734,13423
15466,Fredericka,8078,13773
15467,Asia,9650,15570
15468,Annabela,6040,14516
15469,Zondra,12835,21091
15470,Ketti,8471,15480
15471,Courtnay,8558,12626
15472,Melodie,11857,15509
15473,Valeda,13542,18149
15474,Lolita,8288,18556
15475,Lauryn,6452,11887
15476,Rhea,12893,16654
15477,Petronia,7203,17246
15478,Gloria,6666,14572
15479,Ernesta,7535,10758
15480,Arlena,9476,17698
15481,Steffane,11146,10168
15482,Tersina,9423,10414
15483,Leona,14504,10020
15484,Jinny,8630,11881
15485,Andeee,9904,15515
15486,Tersina,9928,13364
15487,Dianemarie,13818,21584
15488,Katuscha,12421,12179
15489,Olivette,12511,11362
15490,Annice,14020,21101
15491,Raquela,13827,21952
15492,Jorry,13324,18547
15493,Fredericka,7226,14576
15494,Arlina,13784,10388
15495,Ninnetta,12246,17110
15496,Delilah,7079,12815
15497,Chere,6029,19866
15498,Annecorinne,6816,12543
15499,Elvira,7527,13665
15500,Myrtice,6053,21291
15501,Perry,7755,21946
15502,Deloria,13385,15071
15503,Latisha,13194,14384
15504,Zaria,7538,11632
15505,Lory,11202,16789
15506,Beth,9851,15059
15507,Blake,11288,16761
15508,Margalo,11120,17097
15509,Miquela,7548,14161
15510,Tina,8948,20520
15511,Hyacinthe,7456,21908
15512,Jacenta,11794,12532
15513,Winifred,8219,16280
15514,Cassondra,13869,20666
15515,Amalie,11377,19462
15516,Lacie,12389,18120
15517,Ira,10969,19763
15518,Netty,14490,21348
15519,Debee,13890,21250
15520,Evita,6468,20798
15521,Dulce,9298,15879
15522,Kenna,13058,14574
15523,Gui,7479,20142
15524,Fernande,9894,12406
15525,Ardys,6063,12379
15526,Danny,11668,10425
15527,Ida,13286,12590
15528,Beatriz,6892,20139
15529,Petronia,9755,12982
15530,Marsiella,14460,16525
15531,Fawne,12946,11318
15532,Tarra,12305,17804
15533,Liana,14358,20986
15534,Consuela,8580,16200
15535,Selia,14004,10421
15536,Leeanne,11779,16248
15537,Genovera,10261,16143
15538,Jacenta,10510,16336
15539,Carmela,11048,14713
15540,Kirbee,10030,16850
15541,Janey,7371,18198
15542,Alejandra,6501,16751
15543,Penelopa,13344,12299
15544,Estell,9594,16388
15545,Agnese,11074,13144
15546,Melisent,9694,19483
15547,Gwyneth,6162,17748
15548,Steffane,11181,18425
15549,Benita,14350,16741
15550,Jemie,6048,13845
15551,Kristan,7664,11726
15552,Kathy,7112,18979
15553,Elvira,7869,14644
15554,Mathilda,12398,13274
15555,Ashlee,12383,14074
15556,Silvana,6869,12292
15557,Nicoli,14637,16219
15558,Modestia,13150,17793
15559,Linet,9469,15448
15560,Bobbi,13837,20649
15561,Minda,8818,18274
15562,Benita,11488,20621
15563,Kore,7322,16117
15564,Candy,12703,15711
15565,Chandra,9695,10850
15566,Rosabelle,6441,21303
15567,Marcelline,11365,13532
15568,Randa,14031,11541
15569,Bettine,12157,18909
15570,Layla,8264,14044
15571,Agnese,12509,12983
15572,Rosanne,6461,14668
15573,Carree,13737,11127
15574,Susette,8401,14124
15575,Ayn,6230,13164
15576,Orsola,14179,16021
15577,Hope,10445,18574
15578,Kassey,10827,19230
15579,Georgina,13264,16136
15580,Fernande,13375,10759
15581,Ginnie,10565,20534
15582,Estell,12619,11569
15583,Darlleen,12073,11739
15584,Leia,13980,18549
15585,Sophia,10710,18301
15586,Corina,12547,19842
15587,Amalie,12905,16307
15588,Sheree,6063,17031
15589,Mahalia,12085,21322
15590,Nelle,11754,17217
15591,Jessy,13152,21021
15592,Katharina,8735,12524
15593,Rebeca,13994,20883
15594,Dyann,7927,12990
15595,Anica,14639,19404
15596,Rosanne,14633,12589
15597,Gianina,11689,16598
15598,Luci,7234,14670
15599,Shaylyn,8882,14184
15600,Livvyy,11631,21400
15601,Alleen,13872,16443
15602,Marline,7241,19075
15603,Gloria,9165,14444
15604,Ardenia,7496,18580
15605,Susette,11680,13652
15606,Riannon,13544,19134
15607,Jsandye,13327,17072
15608,Lynea,9668,20390
15609,Zondra,7144,20052
15610,Charissa,13675,12145
15611,Jinny,8852,13900
15612,Cindelyn,12876,10970
15613,Petronia,13961,15108
15614,Berta,9154,13400
15615,Atlanta,13783,19196
15616,Nadine,14497,20209
15617,Silvana,13657,13089
15618,Adriana,11944,20317
15619,Kate,7650,14669
15620,Vanessa,10157,16701
15621,Sue,11051,11746
15622,Jaclyn,6574,17937
15623,Barbi,11068,10601
15624,Ada,10459,19881
15625,Janenna,12197,14130
15626,Rori,7656,19164
15627,Gilda,10072,14266
15628,Heida,10502,16432
15629,Rori,9959,19197
15630,Minda,11879,16018
15631,Kathy,11165,19208
15632,Elie,12482,14627
15633,Merrie,9557,11509
15634,Luci,14505,10972
15635,Priscilla,10931,16341
15636,Nita,13556,17791
15637,Briney,14726,11197
15638,Nyssa,10471,12060
15639,Corly,10303,17449
15640,Halette,10810,11463
15641,Farrah,9670,16371
15642,Kimmy,9545,13522
15643,Kelly,12760,20145
15644,Lita,13781,13072
15645,Shauna,11691,16590
15646,Brena,9581,21380
15647,Adele,7392,21123
15648,Tonia,9254,18539
15649,Babita,11659,19600
15650,Katleen,13539,20833
15651,Marylou,6615,10577
15652,Janenna,12648,17666
15653,Karena,10175,19054
15654,Dione,13143,11546
15655,Sarette,6897,20872
15656,Marleah,12992,14376
15657,Adore,13680,21384
15658,Alyda,9574,17174
15659,Latisha,6184,16816
15660,Nannie,14937,11456
15661,Chastity,9124,10324
15662,Jan,6599,19858
15663,Meg,12193,18651
15664,Deirdre,13590,20839
15665,Gerrie,11007,21412
15666,Tierney,9557,12450
15667,Latisha,11557,10332
15668,Dawn,13446,19829
15669,Renie,11365,16459
15670,Kaja,11727,16428
15671,Kimmy,14973,20232
15672,Minne,11759,21218
15673,Merry,6030,10268
15674,Sophia,9381,20263
15675,Alleen,6579,13764
15676,Yolane,7043,11398
15677,Ebonee,10141,19674
15678,Randa,13388,18420
15679,Evaleen,11201,18963
15680,Joeann,12335,16732
15681,Susan,7413,21551
15682,Marjie,9034,17465
15683,Susette,14515,12839
15684,Vere,12741,10616
15685,Meriel,8117,15749
15686,Pollyanna,14735,15760
15687,Joelly,11784,16328
15688,Sam,12879,12140
15689,Maurene,8466,16633
15690,Yvonne,12385,18335
15691,Maye,8540,21018
15692,Teddie,9272,13369
15693,Camile,8805,21780
15694,Sharai,11600,17826
15695,Gaylene,10561,10694
15696,Valli,14079,12771
15697,Janenna,14510,10072
15698,Karlee,12458,19832
15699,Doro,6487,13286
15700,Aeriela,9588,20411
15701,Daune,9459,17683
15702,Orelia,12604,18069
15703,Margette,14318,13955
15704,Aimil,11557,16261
15705,Ethel,10235,16467
15706,Aubrie,14768,12336
15707,Meriel,12293,17237
15708,Constance,7396,18101
15709,Sherrie,6642,11909
15710,Marylou,14714,17784
15711,Silvana,14482,21495
15712,Julieta,14755,10897
15713,Joane,9171,10224
15714,Charlena,7868,10727
15715,Felice,11348,20662
15716,Lita,8069,20833
15717,Lila,7208,20735
15718,Mariele,12595,20168
15719,Britte,6688,11189
15720,Steffane,6237,20976
15721,Edyth,8756,18843
15722,Bobbi,8847,17667
15723,Dotty,6990,13307
15724,Chrystel,7173,18372
15725,Tarra,6711,20300
15726,Rochette,10725,11091
15727,Queenie,12285,20802
15728,Frank,7833,18844
15729,Heida,14994,20547
15730,Delilah,13217,21667
15731,Chloris,12199,11493
15732,Winifred,13620,14045
15733,Josephine,6752,12306
15734,Kirbee,12778,21712
15735,Alexine,12684,18102
15736,Kittie,6796,11714
15737,Flo,10413,14496
15738,Lyssa,12449,11591
15739,Lila,12074,10164
15740,Ricky,13523,18857
15741,Babita,10275,10272
15742,Oona,14524,19568
15743,Marika,13847,15722
15744,Katleen,9139,10503
15745,Karolina,7771,11536
15746,Brana,9792,18143
15747,Daphne,13337,15017
15748,Carolina,8128,13610
15749,Elie,13064,14167
15750,Halette,11956,17391
15751,Amara,14506,12187
15752,Mary,8721,13106
15753,Marjie,10468,20451
15754,Thalia,8757,13038
15755,Tierney,13731,17351
15756,Consuela,6766,15240
15757,Kial,10959,18144
15758,Vita,8268,13421
15759,Kellen,8900,20085
15760,Dianemarie,6950,18452
15761,Quintina,12344,19758
15762,Frieda,14312,16936
15763,Lorne,11744,10475
15764,Ardeen,7891,14173
15765,Alex,6219,20800
15766,Carlie,10170,10921
15767,Elbertina,13283,11194
15768,Belinda,14369,21386
15769,Jessy,14607,14534
15770,Jacquetta,7254,14372
15771,Vere,7243,19441
15772,Emma,8546,17633
15773,Perry,14436,18711
15774,Cacilie,9428,21233
15775,Kaia,9176,10558
15776,Stacey,13155,20503
15777,Elfreda,13874,20047
15778,Elsie,6113,21999
15779,Moyna,12135,10013
15780,Janeczka,13165,16296
15781,Ida,10379,16527
15782,Albertina,14617,16883
15783,Anestassia,8935,11030
15784,Anallese,14531,13890
15785,Selia,13126,13584
15786,Karlee,7132,20727
15787,Paule,9333,14542
15788,Madeleine,11893,13326
15789,Alex,9068,20294
15790,Eugine,8798,13164
15791,Gavrielle,7638,14132
15792,Catrina,8254,12127
15793,Lacie,14199,16061
15794,Kimmy,12208,16038
15795,Tami,6672,21088
15796,Claudina,7221,12483
15797,Celestyna,14152,16321
15798,Fredericka,9918,13303
15799,Lonnie,9987,18585
15800,Lynde,14582,11290
15801,Felice,11626,20206
15802,Arlina,12768,15702
15803,Cindelyn,9266,17243
15804,Jordan,13938,10599
15805,Adriana,12817,10572
15806,Melanie,12559,16520
15807,Caryl,12547,12702
15808,Gui,11217,17346
15809,Lanae,11848,15152
15810,Correy,8805,15125
15811,Cyndie,6009,13235
15812,Korrie,10833,12407
15813,Georgina,12730,19337
15814,Alex,10679,14073
15815,Leanna,12519,14311
15816,Drucie,11197,10493
15817,Charlena,13339,14220
15818,Delilah,11718,10035
15819,Ethel,9993,14866
15820,Dale,6530,15710
15821,Nananne,9354,10324
15822,Aimil,13511,21934
15823,Emma,12792,14290
15824,Minne,8073,19738
15825,Melanie,12984,12282
15826,Gabriellia,12504,15095
15827,Amara,7240,15252
15828,Ericka,14196,20557
15829,Kimmy,11592,17445
15830,Adore,9706,12208
15831,Edyth,7969,14512
15832,Trudie,12168,17070
15833,Cristabel,8540,14081
15834,Cam,8461,13635
15835,Lacie,12943,10946
15836,Sharlene,10427,17918
15837,Audrie,10385,10426
15838,Judy,6447,12220
15839,Dorthy,6420,11688
15840,Jessamyn,13371,14019
15841,Sophia,6772,18715
15842,Christy,13181,12474
15843,Belva,8072,13907
15844,Joeann,6187,11890
15845,Tarra,14398,18109
15846,Hope,11443,21605
15847,Taffy,7505,14111
15848,Gerrie,7168,10605
15849,Aigneis,7829,10617
15850,Claresta,9748,13093
15851,Alisha,8805,20834
15852,Shirlee,8434,15532
15853,Siana,13348,21378
15854,Joceline,11413,15376
15855,Violet,14626,11308
15856,Kylynn,6616,17370
15857,Pamella,9577,17202
15858,Betta,6204,16795
15859,Linzy,9524,10684
15860,Eugine,6498,13696
15861,Monika,8693,11599
15862,Taffy,14960,15853
15863,Veda,13698,10232
15864,Eve,13957,17071
15865,Bernie,10597,16846
15866,Rosene,13507,16163
15867,Luci,9219,18507
15868,June,8607,19099
15869,Eolanda,13718,16563
15870,Clo,12673,14327
15871,Tori,12832,12845
15872,Pollyanna,7319,20368
15873,Cathie,13549,15821
15874,Jordan,12675,19261
15875,Carree,11624,14810
15876,Jessy,12580,12131
15877,Atlanta,6643,19953
15878,Ekaterina,6316,21402
15879,Winny,6303,19490
15880,Benita,14380,12853
15881,Janis,9978,10229
15882,Margarette,10516,21898
15883,Jobi,11140,20856
15884,Addia,6190,17533
15885,Sindee,11818,15394
15886,Berta,9394,13342
15887,Amelia,10703,19361
15888,Modestia,13046,21077
15889,Mildrid,11203,17280
15890,Sybille,10124,13315
15891,Kylynn,13621,19132
15892,Maryellen,9427,17968
15893,Nerta,12732,14911
15894,Sue,9124,16775
15895,Cristine,8454,21248
15896,Daphne,13618,13782
15897,Bibby,9716,16372
15898,Petronia,13086,11920
15899,Elka,9634,11759
15900,Yetty,13336,16312
15901,Winny,8288,13712
15902,Emma,6103,20890
15903,Merry,14694,13441
15904,Dari,9386,12830
15905,Shirlee,7507,10700
15906,Marguerite,12504,18972
15907,Gratia,13134,15789
15908,Tamqrah,12243,16111
15909,Millie,11730,21753
15910,Daune,11758,21523
15911,Modestia,7845,17438
15912,Renae,8543,20085
15913,Annice,6616,19441
15914,Evita,10339,16477
15915,Fredericka,7639,10836
15916,Jillayne,6219,21502
15917,Jillayne,14152,21604
15918,Linet,13154,17315
15919,Demetris,12275,12935
15920,Gabriellia,10424,11317
15921,Jany,9149,21160
15922,Kamilah,6886,15194
15923,Renie,12171,12310
15924,Dorothy,8858,19456
15925,Inga,7834,21526
15926,Oona,9793,13033
15927,Maryellen,11086,12467
15928,Helena,7007,17299
15929,Lila,8632,21676
15930,Rosabelle,9781,14547
15931,Mady,10381,18876
15932,Dorice,7077,17611
15933,Hallie,14136,12615
15934,Carree,6201,15243
15935,Nollie,8445,21796
15936,Sarette,6873,19793
15937,Silvana,11868,14779
15938,Halette,12453,17983
15939,Celestyna,6117,13565
15940,Sindee,14178,13242
15941,Deane,10259,18067
15942,Alie,8146,15283
15943,Tani,10877,18333
15944,Demetris,8823,18476
15945,Dorice,7489,11738
15946,Mady,9411,19519
15947,Carly,12287,16464
15948,Karlee,10379,20933
15949,Ardenia,13592,16993
15950,Brietta,13097,15654
15951,Charissa,11544,12191
15952,Karlee,10394,12384
15953,Myrtice,7102,17307
15954,Blinni,6302,20976
15955,Kathy,11046,13893
15956,Cam,9193,10536
15957,Selma,12979,21882
15958,Madalyn,8758,13358
15959,Berget,13348,11989
15960,Brandise,8583,15356
15961,Tami,12849,12273
15962,Yolane,11262,12972
15963,Almeta,14320,11991
15964,Loree,11182,11328
15965,Doro,10522,16354
15966,Perry,10977,16499
15967,Amara,11168,11784
15968,Nicoli,13216,18859
15969,Jemie,7756,13205
15970,Mallory,8832,16172
15971,Elvira,9828,10457
15972,Cordi,7086,20195
15973,Sean,8999,18518
15974,Starla,14970,14023
15975,Tatiania,6731,19383
15976,Sissy,10743,11789
15977,Micheline,7136,17073
15978,Kirstin,11282,12501
15979,Tybie,8364,13480
15980,Sheelagh,12968,17481
15981,Corina,12747,12691
15982,Di,8381,14419
15983,Rosanne,11529,19659
15984,Ursulina,9674,12711
15985,Vonny,8507,18479
15986,Quintina,10657,13204
15987,Grier,8286,13575
15988,Xylina,6397,19116
15989,Lenna,10406,16680
15990,Hope,12593,20974
15991,Vinita,6615,13341
15992,Thalia,8461,13446
15993,Meriel,9568,19050
15994,Kalina,6620,20788
15995,Konstance,6786,12336
15996,Therine,7726,10528
15997,Margette,14562,21386
15998,Nanete,12124,14561
15999,Daphne,6514,16040
16000,Riannon,9508,16837
16001,Gertrud,12159,12909
16002,Noelle,7779,21875
16003,Jenda,7881,18917
16004,Donnie,10569,14487
16005,Bobinette,8843,16167
16006,Sidoney,9177,21555
16007,Marsiella,9547,12792
16008,Lauryn,13323,12090
16009,Carly,7956,14816
16010,Kalina,11904,14580
16011,Carmencita,9615,18855
16012,Tori,12235,17499
16013,Edith,12545,14679
16014,Elfreda,13614,13013
16015,Dagmar,6324,14710
16016,Ida,7274,19532
16017,Joeann,13690,10676
16018,Gerrie,11136,12843
16019,Alisha,8391,11365
16020,Ofilia,10734,21115
16021,Gisela,8096,19211
16022,Chloris,11628,12784
16023,Natka,12145,11452
16024,Livvyy,6172,13453
16025,Violet,14181,12748
16026,Danny,6952,21453
16027,Britni,14573,14030
16028,Fanchon,7177,14380
16029,Moyna,7793,14274
16030,Amii,11209,17126
16031,Sissy,10685,15807
16032,Darlleen,13557,13597
16033,Melina,7871,15192
16034,Beth,10007,11505
16035,Frieda,11146,17923
16036,Jessy,6378,13215
16037,Charmaine,12602,13232
16038,Sallie,6639,17391
16039,Valli,6712,16476
16040,Emmey,14376,18442
16041,Leia,10913,11720
16042,Annora,8564,16559
16043,Kamilah,11300,11749
16044,Kerrin,9010,15578
16045,Layla,8247,15166
16046,Henriette,6573,15684
16047,Vivia,10854,16986
16048,Ada,8764,20053
16049,Marleah,14415,17636
16050,Mariele,8258,10999
16051,Kary,9900,15500
16052,Steffane,12420,18838
16053,Marsiella,8896,20215
16054,Codie,14010,20532
16055,Lynnea,9332,11615
16056,Joane,8331,20249
16057,Luci,7048,20074
16058,Hyacinthe,14114,13792
16059,Shandie,9029,18574
16060,Deane,7283,13331
16061,Wynne,8463,14187
16062,Ethel,14253,19723
16063,Shel,12254,14737
16064,Kenna,6940,13444
16065,Ricky,7031,21760
16066,Coral,10176,12538
16067,Gianina,9176,12569
16068,Berget,10541,21841
16069,Leontine,6170,19292
16070,Jany,7421,12037
16071,Katleen,9434,19790
16072,Doro,7937,19463
16073,Gianina,12833,20393
16074,Adele,8678,16787
16075,Cacilie,9820,14371
16076,Blinni,10269,20666
16077,Ulrike,9561,21534
16078,Carolina,14383,10914
16079,Rochette,14456,16813
16080,Raf,10611,15911
16081,Therine,12783,15097
16082,Gwenneth,12608,15966
16083,Bernie,13000,20680
16084,Jemie,8351,15346
16085,Stephanie,14587,13426
16086,Andree,13211,11106
16087,Ardenia,12503,12213
16088,Rebeca,13853,20396
16089,Phylis,13627,13242
16090,Cristabel,13254,20943
16091,Daryl,8266,18724
16092,Nessie,13126,19368
16093,Kimberley,13987,20628
16094,Winny,8484,18846
16095,Raina,9129,17148
16096,Ashlee,9292,20654
16097,Kerrin,6116,12928
16098,Jobi,10838,13269
16099,Carmencita,6376,21211
16100,Eolanda,8331,19233
16101,Lilith,7057,20730
16102,Gratia,6439,11455
16103,Maud,8069,12691
16104,Briney,8965,19418
16105,Mara,11022,12188
16106,Hayley,12021,18216
16107,Lyssa,12968,16588
16108,Clarice,7734,12891
16109,Evita,12611,12673
16110,Daryl,12096,20319
16111,Marita,7252,20552
16112,Cathie,6539,18739
16113,Odessa,13741,11553
16114,Dianemarie,9277,15748
16115,Lorne,8636,20751
16116,Viviene,10929,16311
16117,Kaja,8679,19229
16118,Alleen,14291,11751
16119,Carmencita,11052,19292
16120,Trixi,11647,18251
16121,Constance,8101,15177
16122,Feliza,7503,21454
16123,Winifred,6328,21012
16124,Sheree,7270,19022
16125,Wynne,12765,19801
16126,Merry,7812,15626
16127,Helsa,13850,18017
16128,Rhoda,11343,15377
16129,Tressa,14962,17244
16130,Yetty,8397,20295
16131,Cyb,9956,19718
16132,Sybille,11110,21473
16133,Noelle,14168,19217
16134,Gretal,10535,12422
16135,Ann-Marie,10140,19517
16136,Raquela,9236,20601
16137,Gilligan,6366,12729
16138,Bill,8364,21676
16139,Atlanta,11992,15730
16140,Alex,11338,12471
16141,Eadie,6588,19214
16142,Betta,8114,10556
16143,Maisey,13681,19652
16144,Abbie,12251,21053
16145,Carmela,14808,16785
16146,Jemie,10710,21239
16147,Imojean,7043,16903
16148,Adele,12952,12028
16149,Elvira,14219,17563
16150,Alie,9766,12911
16151,Kara-Lynn,13721,10568
16152,Bobbi,14239,12093
16153,Sam,7877,15781
16154,Edee,8038,14695
16155,Konstance,14657,16785
16156,Gusella,12651,21913
16157,Netty,8889,12170
16158,Jerry,13349,10633
16159,Winny,11824,21185
16160,Aryn,13174,10811
16161,Marylou,14953,19754
16162,Margarette,11516,13038
16163,Jsandye,6245,12661
16164,Lenna,7172,10720
16165,Selia,9244,19484
16166,Nanete,8916,18194
16167,Lynde,9457,18463
16168,Rosanne,14583,17234
16169,Noelle,7615,15408
16170,Aili,11873,11574
16171,Lory,11324,20444
16172,Augustine,13319,19307
16173,Gerrie,12098,11816
16174,Jolyn,8749,17221
16175,Myrtice,7739,14170
16176,Jan,7075,12883
16177,Annice,13468,18920
16178,Wilma,13682,18223
16179,Cordi,8650,19280
16180,Jacquetta,11763,20076
16181,Ileana,12048,14753
16182,Tierney,9049,19899
16183,Roberta,7309,20357
16184,Aubrie,10103,16346
16185,Gilda,7444,15773
16186,Raf,14938,14997
16187,Kassey,7703,16371
16188,Nanete,11314,14880
16189,Hermione,12020,19803
16190,Augustine,14866,14100
16191,Meghann,7868,14761
16192,Layla,11005,18281
16193,Sibella,13501,13616
16194,Magdalena,9534,19172
16195,Caryl,11361,17626
16196,Edee,11610,21632
16197,Roz,11716,10928
16198,Ofilia,9622,18259
16199,Carree,12367,11407
16200,Maisey,8648,13959
16201,Sashenka,7836,18961
16202,Cyndie,9121,20040
16203,Valera,11693,15051
16204,Basia,14994,15189
16205,Consuela,12062,18585
16206,Zaria,14484,14217
16207,Layla,7653,19187
16208,Margarette,11849,21062
16209,Arlena,8987,19989
16210,Kelly,12390,13489
16211,Fidelia,14929,21275
16212,Marline,10045,14201
16213,Jenda,7036,18569
16214,Kaia,8181,12302
16215,Philis,8360,12803
16216,Beatriz,6209,13277
16217,Cyb,11530,14728
16218,Henriette,10318,17713
16219,Chloris,8468,11549
16220,Inga,6334,16573
16221,Kylynn,12524,21717
16222,Dotty,13624,16388
16223,Ernesta,13427,13424
16224,Rayna,8760,15937
16225,Blake,12047,12903
16226,Beatriz,13651,17272
16227,Eugine,8888,19968
16228,Lorie,10599,15423
16229,Shandie,6112,17955
16230,Hayley,12278,21799
16231,Latisha,6335,16019
16232,Atlanta,7217,11752
16233,Melina,10790,17739
16234,Regina,11153,13538
16235,Hope,10801,18166
16236,Rosene,14773,10288
16237,Britni,8989,14843
16238,Aubrie,9316,12413
16239,Valli,8924,17248
16240,Sharlene,12740,12726
16241,Bettine,14502,18417
16242,Tiffie,6013,21830
16243,Viki,12117,20491
16244,Aeriela,9281,19460
16245,Roxane,14515,18542
16246,Regina,13506,17095
16247,Betta,12216,18139
16248,Elbertina,6826,10236
16249,Marsiella,11047,17211
16250,Kimmy,13808,13878
16251,Elora,7549,18686
16252,Daphne,13516,11248
16253,Charlena,10080,16862
16254,Audrie,12231,18582
16255,Vanessa,7015,13365
16256,Tatiania,6780,10326
16257,Demetris,11715,14093
16258,Ottilie,12494,21263
16259,Loree,7505,18544
16260,Ofilia,7499,19700
16261,Antonietta,13010,15447
16262,Larine,8413,15761
16263,Doralynne,12811,18086
16264,Dianemarie,10297,18280
16265,Maridel,8558,15563
16266,Katuscha,14423,15565
16267,Pierette,13509,13470
16268,Rani,12684,16147
16269,Cathie,13580,11064
16270,Paule,13985,18762
16271,Collen,14977,11412
16272,Luci,11217,17689
16273,Evita,14297,15718
